Level Date Low_Temp High_Temp
W [2024-08-06 18:58:05] elemental:759 -67.94
W [2024-08-06 18:59:23] basilisk:462 94.3
I [2024-08-06 19:01:10] dragon:772 67.18
W [2024-08-06 19:01:20] fairy:115 8.95
I [2024-08-06 19:01:40] basilisk:822 -74.3
I [2024-08-06 19:02:05] elemental:114 -43.76
W [2024-08-06 19:09:16] dragon:465 -70.43
E [2024-08-06 19:09:25] basilisk:470 38.8
E [2024-08-06 19:11:31] dragon:357 16.68
W [2024-08-06 19:11:31] fairy:949 48.6
I [2024-08-06 19:11:43] elemental:377 24.91
E [2024-08-06 19:13:09] basilisk:805 57.33
E [2024-08-06 19:14:17] chimera:370 -61.40
I [2024-08-06 19:15:56] elemental:54 48.28
W [2024-08-06 19:16:38] elemental:934 3.53
W [2024-08-06 19:19:24] elemental:220 -60.24
W [2024-08-06 19:20:46] elemental:352 -16.94
I [2024-08-06 19:21:15] fairy:285 76.94
E [2024-08-06 19:21:37] fairy:69 -66.19
I [2024-08-06 19:21:55] elemental:250 -48.51
I [2024-08-06 19:22:25] fairy:128 94.6
W [2024-08-06 19:22:44] dragon:915 86.45
I [2024-08-06 19:24:42] dragon:54 -12.61
W [2024-08-06 19:24:52] basilisk:54 -54.24
I [2024-08-06 19:25:36] chimera:549 13.68
E [2024-08-06 19:25:58] basilisk:529 -92.74
W [2024-08-06 19:27:01] basilisk:842 -46.86
I [2024-08-06 19:28:00] dragon:460 -7.66
W [2024-08-06 19:30:40] chimera:581 31.64
I [2024-08-06 19:30:59] fairy:774 32.32
W [2024-08-06 19:33:00] fairy:760 -30.81
E [2024-08-06 19:33:45] dragon:5 -24.72
I [2024-08-06 19:36:44] elemental:731 -99.72
W [2024-08-06 19:36:48] fairy:745 97.69
I [2024-08-06 19:37:23] fairy:700 -38.30
W [2024-08-06 19:38:39] basilisk:214 10.36
I [2024-08-06 19:38:54] chimera:794 85.93
W [2024-08-06 19:42:25] chimera:543 91.35
W [2024-08-06 19:42:35] fairy:458 79.3
I [2024-08-06 19:43:22] fairy:80 -98.14
I [2024-08-06 19:44:47] elemental:981 -20.35
W [2024-08-06 19:46:12] dragon:814 99.68
E [2024-08-06 19:50:02] chimera:394 72.68
W [2024-08-06 19:50:25] chimera:391 -22.5
E [2024-08-06 19:51:55] chimera:868 -63.81
W [2024-08-06 19:55:25] dragon:907 19.19
E [2024-08-06 19:57:50] elemental:857 89.27
I [2024-08-06 19:57:54] fairy:896 3.51
E [2024-08-06 19:58:58] elemental:444 36.11
I [2024-08-06 20:00:16] basilisk:237 -80.91
W [2024-08-06 20:00:17] basilisk:914 69.49
W [2024-08-06 20:00:27] dragon:446 -20.41
I [2024-08-06 20:01:02] dragon:481 -47.63
E [2024-08-06 20:02:13] elemental:922 69.92
E [2024-08-06 20:02:26] dragon:334 -79.85
W [2024-08-06 20:03:03] chimera:447 -78.66
E [2024-08-06 20:05:15] fairy:137 78.38
E [2024-08-06 20:06:35] chimera:336 4.44
I [2024-08-06 20:08:47] elemental:393 -3.29
I [2024-08-06 20:09:13] dragon:302 -17.14
W [2024-08-06 20:13:33] dragon:168 -45.47
E [2024-08-06 20:15:50] basilisk:141 -77.63
W [2024-08-06 20:16:24] fairy:283 52.97
W [2024-08-06 20:19:08] fairy:952 -73.2
E [2024-08-06 20:20:52] dragon:264 -45.95
E [2024-08-06 20:21:39] chimera:678 48.19
E [2024-08-06 20:21:43] chimera:636 21.30
I [2024-08-06 20:23:19] basilisk:393 82.43
I [2024-08-06 20:24:13] basilisk:274 -53.42
E [2024-08-06 20:25:52] elemental:975 -92.39
W [2024-08-06 20:26:19] chimera:869 24.2
E [2024-08-06 20:28:47] chimera:658 -9.30
I [2024-08-06 20:30:16] elemental:710 58.38
W [2024-08-06 20:32:32] fairy:977 36.38
E [2024-08-06 20:34:14] elemental:620 22.5
I [2024-08-06 20:37:08] fairy:351 61.78
W [2024-08-06 20:37:09] basilisk:143 31.2
I [2024-08-06 20:44:48] chimera:102 3.73
W [2024-08-06 20:45:16] elemental:507 56.41
E [2024-08-06 20:45:31] basilisk:62 -76.67
W [2024-08-06 20:45:41] chimera:412 -91.64
E [2024-08-06 20:46:59] basilisk:657 -23.30
I [2024-08-06 20:49:40] fairy:720 -26.25
W [2024-08-06 20:52:02] chimera:907 -50.66
I [2024-08-06 20:52:06] fairy:208 -56.95
I [2024-08-06 20:52:15] fairy:680 -77.67
I [2024-08-06 20:52:20] dragon:718 27.7
W [2024-08-06 20:52:23] fairy:9 -51.37
E [2024-08-06 20:53:29] dragon:981 -11.2
E [2024-08-06 20:55:41] dragon:107 -38.64
W [2024-08-06 20:56:04] chimera:481 100.23
W [2024-08-06 20:56:20] dragon:311 92.30
E [2024-08-06 20:56:25] basilisk:670 38.20
E [2024-08-06 20:57:10] elemental:524 87.63
E [2024-08-06 21:01:48] basilisk:431 -16.76
W [2024-08-06 21:02:06] elemental:618 -64.97
E [2024-08-06 21:03:36] basilisk:957 81.60
E [2024-08-06 21:06:03] fairy:443 44.11
W [2024-08-06 21:06:23] elemental:402 21.66
W [2024-08-06 21:07:16] dragon:409 -75.14
I [2024-08-06 21:07:47] dragon:561 -71.8
I [2024-08-06 21:08:17] basilisk:546 -98.53
W [2024-08-06 21:09:27] basilisk:998 -81.12
W [2024-08-06 21:09:29] chimera:783 12.18
E [2024-08-06 21:09:53] basilisk:130 -55.14
E [2024-08-06 21:10:25] dragon:221 -81.61
I [2024-08-06 21:12:50] basilisk:336 31.14
E [2024-08-06 21:13:01] basilisk:874 65.93
I [2024-08-06 21:15:42] fairy:924 100.6
I [2024-08-06 21:17:45] fairy:198 4.25
I [2024-08-06 21:20:07] elemental:100 -26.88
I [2024-08-06 21:21:30] dragon:881 -81.4
W [2024-08-06 21:25:37] elemental:228 -19.60
E [2024-08-06 21:27:59] dragon:531 -30.84
E [2024-08-06 21:28:41] basilisk:820 -12.13
E [2024-08-06 21:28:46] chimera:289 66.94
E [2024-08-06 21:32:00] elemental:926 -98.56
E [2024-08-06 21:32:49] basilisk:802 45.74
I [2024-08-06 21:34:37] elemental:614 57.39
E [2024-08-06 21:34:58] basilisk:449 -37.66
W [2024-08-06 21:35:02] fairy:363 -44.52
W [2024-08-06 21:36:00] elemental:389 -79.53
I [2024-08-06 21:36:02] elemental:377 -53.73
E [2024-08-06 21:36:25] fairy:22 -100.53
I [2024-08-06 21:38:07] elemental:568 -94.46
W [2024-08-06 21:39:51] basilisk:686 -4.66
W [2024-08-06 21:40:05] dragon:576 55.84
W [2024-08-06 21:41:47] elemental:34 -100.87
I [2024-08-06 21:43:00] basilisk:553 -41.94
W [2024-08-06 21:43:21] dragon:803 33.91
W [2024-08-06 21:47:39] dragon:560 -40.81
E [2024-08-06 21:49:32] chimera:195 -32.26
W [2024-08-06 21:49:39] elemental:642 -13.67
E [2024-08-06 21:50:17] basilisk:928 -47.75
I [2024-08-06 21:50:19] dragon:246 -37.33
W [2024-08-06 21:50:56] basilisk:194 33.41
I [2024-08-06 21:51:16] chimera:368 22.96
I [2024-08-06 21:51:59] fairy:638 -78.15
E [2024-08-06 21:53:44] chimera:476 -25.62
I [2024-08-06 21:54:32] basilisk:175 -50.82
I [2024-08-06 21:54:42] dragon:273 -62.34
E [2024-08-06 21:56:01] basilisk:538 -17.24
I [2024-08-06 21:56:05] chimera:451 -96.28
W [2024-08-06 21:56:13] chimera:546 -32.17
I [2024-08-06 21:58:12] elemental:215 -4.97
I [2024-08-06 21:58:14] fairy:376 -64.97
I [2024-08-06 21:59:46] basilisk:720 5.87
I [2024-08-06 22:00:30] chimera:48 90.6
E [2024-08-06 22:00:40] fairy:37 52.94
I [2024-08-06 22:01:24] dragon:819 -75.39
I [2024-08-06 22:05:04] fairy:948 7.82
W [2024-08-06 22:05:56] fairy:790 -82.62
W [2024-08-06 22:06:02] fairy:2 25.53
E [2024-08-06 22:07:36] chimera:568 -20.34
I [2024-08-06 22:08:44] fairy:637 90.12
E [2024-08-06 22:11:03] fairy:287 -69.49
I [2024-08-06 22:12:14] chimera:270 5.76
I [2024-08-06 22:13:08] chimera:353 87.75
W [2024-08-06 22:16:22] basilisk:20 -13.93
E [2024-08-06 22:22:14] fairy:328 -46.24
W [2024-08-06 22:22:34] fairy:580 63.40
E [2024-08-06 22:24:02] elemental:345 44.2
W [2024-08-06 22:24:08] chimera:222 -87.32
E [2024-08-06 22:24:48] elemental:248 54.7
I [2024-08-06 22:25:02] dragon:516 77.15
E [2024-08-06 22:25:29] dragon:145 98.12
W [2024-08-06 22:26:14] fairy:963 -68.42
W [2024-08-06 22:27:36] chimera:940 -28.25
W [2024-08-06 22:29:23] elemental:683 82.1
E [2024-08-06 22:31:06] fairy:737 -84.79
W [2024-08-06 22:31:48] chimera:614 -41.58
E [2024-08-06 22:32:09] chimera:329 62.28
E [2024-08-06 22:32:53] dragon:744 -68.27
W [2024-08-06 22:34:24] elemental:886 -86.9
E [2024-08-06 22:34:52] fairy:107 44.59
I [2024-08-06 22:35:54] basilisk:363 20.57
I [2024-08-06 22:41:21] fairy:344 74.95
W [2024-08-06 22:46:57] dragon:626 30.16
I [2024-08-06 22:47:18] elemental:138 52.8
E [2024-08-06 22:48:36] elemental:636 16.45
W [2024-08-06 22:51:59] elemental:484 72.8
I [2024-08-06 22:56:23] fairy:137 39.62
I [2024-08-06 22:57:41] elemental:815 -7.18
I [2024-08-06 22:59:09] basilisk:85 -31.34
E [2024-08-06 23:03:34] basilisk:544 36.8
W [2024-08-06 23:06:35] basilisk:585 -88.14
E [2024-08-06 23:07:53] elemental:38 88.86
I [2024-08-06 23:07:58] dragon:960 67.83
I [2024-08-06 23:08:15] chimera:355 -50.91
I [2024-08-06 23:09:08] elemental:321 -8.11
W [2024-08-06 23:11:05] fairy:559 92.52
W [2024-08-06 23:11:31] dragon:261 19.27
I [2024-08-06 23:13:04] fairy:77 -99.97
W [2024-08-06 23:16:37] elemental:89 -25.63
I [2024-08-06 23:18:19] basilisk:569 -79.20
I [2024-08-06 23:19:51] chimera:844 -95.95
E [2024-08-06 23:21:09] elemental:226 96.22
I [2024-08-06 23:23:08] fairy:990 54.7
E [2024-08-06 23:23:50] elemental:496 8.8
E [2024-08-06 23:24:33] chimera:967 -35.22
E [2024-08-06 23:27:23] chimera:714 0.13
I [2024-08-06 23:29:11] chimera:229 47.20
I [2024-08-06 23:30:45] fairy:104 66.68
W [2024-08-06 23:33:42] basilisk:304 24.85
E [2024-08-06 23:35:37] elemental:617 33.90
I [2024-08-06 23:35:42] basilisk:114 -74.67
I [2024-08-06 23:37:13] elemental:834 40.85
I [2024-08-06 23:39:23] basilisk:692 80.62
W [2024-08-06 23:41:01] basilisk:675 -61.95
I [2024-08-06 23:42:10] fairy:217 87.18
E [2024-08-06 23:43:16] chimera:537 -19.32
I [2024-08-06 23:44:56] chimera:640 82.57
W [2024-08-06 23:44:57] basilisk:670 24.93
W [2024-08-06 23:45:44] chimera:940 -62.33
W [2024-08-06 23:46:01] basilisk:707 -66.30
W [2024-08-06 23:46:29] dragon:227 -71.80
I [2024-08-06 23:49:58] basilisk:707 97.64
E [2024-08-06 23:51:54] dragon:242 26.76
E [2024-08-06 23:56:49] chimera:693 42.57
I [2024-08-06 23:57:58] chimera:550 -11.3
E [2024-08-07 00:04:42] fairy:836 23.81
E [2024-08-07 00:04:45] dragon:204 -63.75
I [2024-08-07 00:09:52] basilisk:760 4.81
E [2024-08-07 00:10:23] fairy:816 -80.47
I [2024-08-07 00:10:25] dragon:466 -20.13
E [2024-08-07 00:10:31] fairy:152 -51.46
E [2024-08-07 00:10:45] basilisk:580 6.34
E [2024-08-07 00:12:19] fairy:979 -79.36
W [2024-08-07 00:13:09] basilisk:250 -69.57
W [2024-08-07 00:17:24] chimera:81 -76.76
I [2024-08-07 00:18:43] fairy:427 11.53
W [2024-08-07 00:23:30] basilisk:76 -74.90
W [2024-08-07 00:28:02] elemental:538 -78.74
E [2024-08-07 00:29:01] chimera:646 89.33
E [2024-08-07 00:31:10] elemental:880 100.33
W [2024-08-07 00:34:21] basilisk:800 -35.47
I [2024-08-07 00:37:12] basilisk:169 38.84
I [2024-08-07 00:37:22] basilisk:407 -22.22
W [2024-08-07 00:37:34] dragon:841 -58.48
I [2024-08-07 00:42:00] elemental:972 -80.32
E [2024-08-07 00:42:43] dragon:871 59.36
E [2024-08-07 00:44:57] dragon:941 -92.62
I [2024-08-07 00:45:46] basilisk:550 64.47
E [2024-08-07 00:48:39] dragon:267 60.57
W [2024-08-07 00:48:42] elemental:516 -61.84
E [2024-08-07 00:49:11] fairy:419 90.95
I [2024-08-07 00:49:42] elemental:218 48.4
I [2024-08-07 00:49:52] basilisk:38 -71.77
W [2024-08-07 00:50:14] fairy:595 41.73
W [2024-08-07 00:53:32] chimera:623 12.6
W [2024-08-07 00:55:49] chimera:485 -55.48
I [2024-08-07 00:57:47] basilisk:118 -93.82
E [2024-08-07 01:03:29] basilisk:442 57.40
I [2024-08-07 01:05:18] elemental:503 -30.20
I [2024-08-07 01:06:23] basilisk:334 -34.10
E [2024-08-07 01:07:16] elemental:962 78.63
I [2024-08-07 01:07:19] fairy:876 45.23
E [2024-08-07 01:10:31] fairy:273 58.2
I [2024-08-07 01:11:46] dragon:465 35.32
W [2024-08-07 01:13:27] fairy:273 41.55
E [2024-08-07 01:14:21] dragon:315 -100.52
I [2024-08-07 01:15:20] fairy:959 67.66
E [2024-08-07 01:16:20] elemental:892 -15.68
W [2024-08-07 01:16:55] dragon:858 100.42
I [2024-08-07 01:17:08] chimera:213 59.76
E [2024-08-07 01:17:13] basilisk:773 38.51
W [2024-08-07 01:17:44] fairy:609 -62.87
W [2024-08-07 01:19:01] basilisk:949 30.46
I [2024-08-07 01:20:44] elemental:315 -48.6
I [2024-08-07 01:20:49] elemental:259 86.26
E [2024-08-07 01:20:58] elemental:9 46.63
W [2024-08-07 01:22:20] fairy:886 -52.51
W [2024-08-07 01:22:49] dragon:330 -39.1
W [2024-08-07 01:22:55] chimera:544 38.10
E [2024-08-07 01:26:08] fairy:80 46.28
E [2024-08-07 01:29:13] fairy:745 31.63
E [2024-08-07 01:29:21] elemental:545 -38.58
W [2024-08-07 01:29:58] basilisk:808 37.12
I [2024-08-07 01:33:03] basilisk:733 -80.25
W [2024-08-07 01:33:10] dragon:724 -8.71
I [2024-08-07 01:34:51] dragon:312 25.55
W [2024-08-07 01:37:02] basilisk:272 45.24
I [2024-08-07 01:37:14] dragon:984 -15.35
I [2024-08-07 01:37:26] elemental:459 25.18
W [2024-08-07 01:39:32] chimera:216 95.67
W [2024-08-07 01:40:27] elemental:717 -27.7
E [2024-08-07 01:41:52] dragon:794 -17.18
W [2024-08-07 01:43:13] fairy:850 96.44
I [2024-08-07 01:44:06] elemental:720 -26.58
E [2024-08-07 01:44:20] basilisk:329 -23.58
W [2024-08-07 01:45:47] chimera:717 -85.25
W [2024-08-07 01:48:55] chimera:581 14.38
I [2024-08-07 01:52:13] elemental:844 64.19
E [2024-08-07 01:52:35] dragon:721 95.64
I [2024-08-07 01:53:54] dragon:756 97.54
E [2024-08-07 01:54:53] elemental:844 -82.60
I [2024-08-07 01:56:22] fairy:108 -35.37
W [2024-08-07 02:00:13] basilisk:257 50.89
W [2024-08-07 02:00:27] fairy:491 -94.35
E [2024-08-07 02:02:58] basilisk:902 15.99
I [2024-08-07 02:04:05] basilisk:718 96.37
E [2024-08-07 02:05:48] basilisk:260 13.31
E [2024-08-07 02:05:55] basilisk:829 -80.97
W [2024-08-07 02:06:26] fairy:379 97.60
W [2024-08-07 02:08:28] chimera:650 -9.59
W [2024-08-07 02:09:00] elemental:240 -6.69
E [2024-08-07 02:10:45] fairy:950 -70.95
E [2024-08-07 02:14:43] chimera:763 86.25
E [2024-08-07 02:18:31] chimera:643 -37.23
E [2024-08-07 02:19:11] elemental:599 -95.10
E [2024-08-07 02:26:19] chimera:498 -68.90
I [2024-08-07 02:28:49] basilisk:342 -46.79
W [2024-08-07 02:29:46] chimera:596 1.50
I [2024-08-07 02:29:52] elemental:246 72.72
E [2024-08-07 02:30:03] basilisk:677 -62.66
I [2024-08-07 02:30:52] fairy:602 6.68
W [2024-08-07 02:31:24] basilisk:404 1.72
I [2024-08-07 02:36:50] chimera:381 3.62
W [2024-08-07 02:38:31] dragon:533 74.34
W [2024-08-07 02:40:09] elemental:90 -74.66
E [2024-08-07 02:42:17] fairy:215 -99.24
W [2024-08-07 02:43:19] fairy:112 -32.4
I [2024-08-07 02:45:38] basilisk:761 60.17
W [2024-08-07 02:46:19] elemental:921 51.91
E [2024-08-07 02:46:38] chimera:92 -66.97
I [2024-08-07 02:47:44] fairy:932 -74.20
I [2024-08-07 02:48:20] elemental:668 -58.42
I [2024-08-07 02:48:24] elemental:156 65.62
E [2024-08-07 02:49:50] elemental:850 13.36
W [2024-08-07 02:51:26] dragon:572 -34.46
W [2024-08-07 02:52:29] chimera:952 -55.8
W [2024-08-07 02:53:00] basilisk:853 100.69
E [2024-08-07 02:53:06] fairy:199 -35.82
W [2024-08-07 02:54:57] dragon:628 -41.96
I [2024-08-07 02:56:47] dragon:621 65.25
I [2024-08-07 02:57:16] chimera:929 -57.72
I [2024-08-07 02:57:50] basilisk:297 40.43
E [2024-08-07 02:59:26] elemental:205 7.9
E [2024-08-07 02:59:42] chimera:263 43.72
W [2024-08-07 03:01:23] dragon:959 91.80
E [2024-08-07 03:02:10] dragon:807 -36.52
E [2024-08-07 03:05:15] elemental:994 37.65
E [2024-08-07 03:05:30] dragon:959 -20.39
E [2024-08-07 03:05:35] chimera:944 46.68
E [2024-08-07 03:07:03] chimera:258 -92.98
E [2024-08-07 03:07:21] fairy:486 -11.49
W [2024-08-07 03:09:39] chimera:555 100.55
W [2024-08-07 03:10:29] chimera:758 -47.89
I [2024-08-07 03:12:47] fairy:9 -15.45
W [2024-08-07 03:14:32] elemental:464 -59.77
W [2024-08-07 03:15:16] fairy:993 -28.82
E [2024-08-07 03:16:28] elemental:267 30.85
W [2024-08-07 03:17:03] dragon:418 -13.54
W [2024-08-07 03:18:44] basilisk:524 68.0
I [2024-08-07 03:20:14] dragon:742 37.83
W [2024-08-07 03:20:16] fairy:458 66.73
E [2024-08-07 03:20:17] elemental:991 29.14
I [2024-08-07 03:21:35] chimera:805 46.68
W [2024-08-07 03:22:58] basilisk:19 31.34
E [2024-08-07 03:23:03] chimera:463 -64.45
E [2024-08-07 03:23:48] basilisk:410 -87.68
I [2024-08-07 03:25:02] basilisk:60 11.66
I [2024-08-07 03:26:35] chimera:451 -40.61
W [2024-08-07 03:26:37] chimera:337 -62.21
I [2024-08-07 03:30:38] chimera:374 0.6
E [2024-08-07 03:31:01] elemental:40 -43.73
E [2024-08-07 03:32:15] basilisk:727 -2.89
I [2024-08-07 03:32:43] chimera:445 -87.83
E [2024-08-07 03:33:08] chimera:172 -55.48
I [2024-08-07 03:33:13] basilisk:752 78.63
I [2024-08-07 03:34:37] fairy:191 -100.76
E [2024-08-07 03:34:41] basilisk:148 51.0
I [2024-08-07 03:35:23] elemental:370 75.19
I [2024-08-07 03:36:02] basilisk:660 18.52
E [2024-08-07 03:36:32] basilisk:374 82.62
E [2024-08-07 03:37:58] basilisk:283 -74.59
W [2024-08-07 03:38:46] fairy:917 95.37
E [2024-08-07 03:41:14] dragon:973 74.11
I [2024-08-07 03:42:52] fairy:542 34.77
E [2024-08-07 03:48:46] chimera:821 35.96
W [2024-08-07 03:54:42] chimera:22 -48.72
W [2024-08-07 03:56:08] chimera:581 87.30
E [2024-08-07 03:57:58] basilisk:557 11.89
I [2024-08-07 03:58:43] dragon:795 2.6
W [2024-08-07 04:01:39] basilisk:761 21.93
E [2024-08-07 04:02:15] elemental:780 76.84
E [2024-08-07 04:02:20] basilisk:150 -12.28
E [2024-08-07 04:03:06] dragon:944 43.78
W [2024-08-07 04:03:27] basilisk:57 3.14
I [2024-08-07 04:04:12] fairy:746 -30.32
E [2024-08-07 04:06:20] elemental:42 -30.78
I [2024-08-07 04:06:53] elemental:854 42.94
E [2024-08-07 04:08:46] dragon:17 65.5
E [2024-08-07 04:12:44] chimera:663 -16.73
I [2024-08-07 04:13:28] basilisk:752 -7.43
W [2024-08-07 04:13:36] fairy:2 -83.44
E [2024-08-07 04:13:50] basilisk:472 -93.20
W [2024-08-07 04:13:56] dragon:496 -96.53
I [2024-08-07 04:14:45] dragon:56 -28.39
E [2024-08-07 04:15:06] chimera:395 -33.90
E [2024-08-07 04:16:08] fairy:603 -39.42
E [2024-08-07 04:16:38] chimera:38 -93.97
W [2024-08-07 04:18:40] basilisk:444 23.74
I [2024-08-07 04:21:57] elemental:72 -55.8
I [2024-08-07 04:23:20] fairy:183 37.85
W [2024-08-07 04:25:31] dragon:827 -52.60
W [2024-08-07 04:26:13] elemental:337 -3.61
I [2024-08-07 04:26:24] dragon:246 -81.64
I [2024-08-07 04:28:51] dragon:504 21.20
W [2024-08-07 04:29:05] basilisk:527 -54.18
E [2024-08-07 04:30:34] elemental:840 -48.41
W [2024-08-07 04:32:12] chimera:482 39.66
W [2024-08-07 04:32:20] dragon:505 -5.69
W [2024-08-07 04:32:43] basilisk:532 -49.60
E [2024-08-07 04:33:23] dragon:903 73.93
W [2024-08-07 04:33:56] dragon:466 26.42
I [2024-08-07 04:34:17] elemental:240 -48.68
I [2024-08-07 04:34:49] elemental:247 -90.86
E [2024-08-07 04:36:05] elemental:525 97.24
W [2024-08-07 04:37:51] chimera:244 -19.50
I [2024-08-07 04:38:24] elemental:248 -66.15
W [2024-08-07 04:41:43] fairy:376 23.76
I [2024-08-07 04:41:52] dragon:598 -100.54
W [2024-08-07 04:42:32] basilisk:691 94.55
W [2024-08-07 04:46:17] basilisk:518 -38.65
I [2024-08-07 04:47:38] fairy:587 -77.43
I [2024-08-07 04:49:03] elemental:579 94.58
I [2024-08-07 04:51:44] elemental:354 -49.63
I [2024-08-07 04:51:56] basilisk:167 43.76
E [2024-08-07 04:53:40] fairy:366 6.21
W [2024-08-07 04:55:19] dragon:43 -75.70
W [2024-08-07 04:55:50] chimera:767 -43.9
E [2024-08-07 04:56:37] fairy:697 -55.82
W [2024-08-07 04:58:32] dragon:54 2.99
E [2024-08-07 04:58:48] basilisk:480 26.67
E [2024-08-07 04:59:31] basilisk:786 20.50
W [2024-08-07 05:02:35] chimera:222 -95.3
W [2024-08-07 05:02:50] basilisk:243 81.76
I [2024-08-07 05:05:04] fairy:722 -93.4
W [2024-08-07 05:05:39] fairy:41 -57.28
W [2024-08-07 05:06:32] basilisk:798 15.40
W [2024-08-07 05:08:05] elemental:537 -31.75
W [2024-08-07 05:09:05] fairy:256 45.74
I [2024-08-07 05:09:22] elemental:430 -65.12
I [2024-08-07 05:11:22] elemental:298 38.49
W [2024-08-07 05:11:42] dragon:562 -14.31
W [2024-08-07 05:11:49] dragon:187 -65.44
E [2024-08-07 05:12:28] chimera:90 -58.60
W [2024-08-07 05:21:42] dragon:395 30.85
E [2024-08-07 05:24:53] elemental:267 55.40
W [2024-08-07 05:27:06] elemental:337 57.3
I [2024-08-07 05:27:36] basilisk:990 11.12
E [2024-08-07 05:27:49] fairy:525 6.62
I [2024-08-07 05:28:49] chimera:421 41.67
W [2024-08-07 05:31:05] chimera:60 25.25
E [2024-08-07 05:31:35] chimera:924 69.77
E [2024-08-07 05:34:00] fairy:370 -14.71
W [2024-08-07 05:34:13] basilisk:150 -3.16
W [2024-08-07 05:34:32] fairy:850 55.47
W [2024-08-07 05:34:56] dragon:423 -42.48
E [2024-08-07 05:35:12] elemental:950 60.53
I [2024-08-07 05:36:20] elemental:409 -81.51
W [2024-08-07 05:36:48] fairy:119 87.11
E [2024-08-07 05:38:15] fairy:440 -76.37
I [2024-08-07 05:39:20] dragon:535 -66.26
I [2024-08-07 05:39:37] elemental:510 -23.94
W [2024-08-07 05:39:40] dragon:945 -57.30
I [2024-08-07 05:41:39] basilisk:683 -20.52
I [2024-08-07 05:42:26] fairy:100 88.37
I [2024-08-07 05:43:26] chimera:692 8.57
I [2024-08-07 05:45:03] dragon:426 -94.99
W [2024-08-07 05:47:36] chimera:386 46.76
I [2024-08-07 05:48:14] basilisk:959 87.50
I [2024-08-07 05:48:17] chimera:480 -96.38
E [2024-08-07 05:49:03] elemental:177 -60.40
E [2024-08-07 05:50:34] chimera:647 8.41
I [2024-08-07 05:52:43] basilisk:137 44.77
W [2024-08-07 05:56:09] fairy:31 100.83
E [2024-08-07 05:58:45] chimera:752 60.30
I [2024-08-07 05:58:47] chimera:660 64.69
W [2024-08-07 06:03:00] fairy:162 76.28
I [2024-08-07 06:04:44] chimera:22 -52.23
E [2024-08-07 06:08:48] chimera:265 -52.1
W [2024-08-07 06:09:07] chimera:816 -16.5
I [2024-08-07 06:09:59] chimera:313 48.0
W [2024-08-07 06:11:28] basilisk:248 -94.68
E [2024-08-07 06:12:04] elemental:481 -97.0
E [2024-08-07 06:14:43] fairy:635 15.89
I [2024-08-07 06:16:05] elemental:186 0.33
E [2024-08-07 06:16:07] chimera:125 -71.95
W [2024-08-07 06:16:47] dragon:582 -89.2
E [2024-08-07 06:17:00] fairy:348 14.61
E [2024-08-07 06:17:13] chimera:604 6.62
E [2024-08-07 06:19:46] basilisk:209 42.51
E [2024-08-07 06:19:49] elemental:163 36.97
I [2024-08-07 06:20:02] chimera:252 -50.14
W [2024-08-07 06:22:19] elemental:681 63.9
I [2024-08-07 06:22:39] elemental:681 -78.1
W [2024-08-07 06:23:24] dragon:657 -7.73
I [2024-08-07 06:23:35] basilisk:428 -62.6
E [2024-08-07 06:28:35] fairy:397 49.68
I [2024-08-07 06:28:51] fairy:860 -61.99
I [2024-08-07 06:31:09] chimera:326 86.83
E [2024-08-07 06:32:33] elemental:928 -15.49
I [2024-08-07 06:37:59] basilisk:272 60.18
I [2024-08-07 06:39:52] chimera:775 -90.32
W [2024-08-07 06:47:34] chimera:63 10.76
W [2024-08-07 06:47:49] chimera:818 76.59
W [2024-08-07 06:48:42] elemental:888 27.80
I [2024-08-07 06:49:24] basilisk:836 19.37
E [2024-08-07 06:49:27] dragon:622 87.44
W [2024-08-07 06:50:05] elemental:866 15.75
I [2024-08-07 06:50:41] fairy:600 39.82
I [2024-08-07 06:52:04] dragon:741 95.84
I [2024-08-07 06:52:28] dragon:808 36.30
E [2024-08-07 06:52:41] fairy:581 -73.14
I [2024-08-07 06:53:07] chimera:623 -75.35
I [2024-08-07 06:53:56] basilisk:644 -87.97
E [2024-08-07 06:57:26] dragon:460 -69.33
I [2024-08-07 06:57:29] fairy:364 -87.81
E [2024-08-07 06:58:01] basilisk:643 64.78
E [2024-08-07 07:00:50] dragon:91 24.25
E [2024-08-07 07:01:03] dragon:470 -44.43
W [2024-08-07 07:01:34] fairy:211 -51.94
W [2024-08-07 07:01:37] chimera:636 2.32
W [2024-08-07 07:03:14] fairy:913 -41.48
W [2024-08-07 07:06:27] basilisk:781 0.88
E [2024-08-07 07:09:11] fairy:254 27.22
E [2024-08-07 07:10:41] basilisk:853 10.77
E [2024-08-07 07:11:51] chimera:855 53.7
I [2024-08-07 07:15:57] fairy:857 13.4
I [2024-08-07 07:16:33] fairy:124 -96.62
I [2024-08-07 07:20:29] dragon:889 59.31
W [2024-08-07 07:20:34] chimera:957 -28.31
I [2024-08-07 07:20:53] fairy:750 -97.59
W [2024-08-07 07:21:46] basilisk:543 14.94
E [2024-08-07 07:21:50] elemental:216 82.72
W [2024-08-07 07:22:15] fairy:127 -22.22
I [2024-08-07 07:22:22] dragon:98 -45.99
I [2024-08-07 07:27:12] fairy:813 46.71
I [2024-08-07 07:28:16] dragon:387 17.91
I [2024-08-07 07:28:43] chimera:305 -98.21
E [2024-08-07 07:30:02] fairy:594 82.36
