Level Date Low_Temp High_Temp
E 1723033020 fairy:348 14.61
E 1723033033 chimera:604 6.62
E 1723033186 basilisk:209 42.51
E 1723033189 elemental:163 36.97
I 1723033202 chimera:252 -50.14
W 1723033339 elemental:681 63.9
I 1723033359 elemental:681 -78.1
W 1723033404 dragon:657 -7.73
I 1723033415 basilisk:428 -62.6
E 1723033715 fairy:397 49.68
I 1723033731 fairy:860 -61.99
I 1723033869 chimera:326 86.83
E 1723033953 elemental:928 -15.49
I 1723034279 basilisk:272 60.18
I 1723034392 chimera:775 -90.32
W 1723034854 chimera:63 10.76
W 1723034869 chimera:818 76.59
W 1723034922 elemental:888 27.80
I 1723034964 basilisk:836 19.37
E 1723034967 dragon:622 87.44
W 1723035005 elemental:866 15.75
I 1723035041 fairy:600 39.82
I 1723035124 dragon:741 95.84
I 1723035148 dragon:808 36.30
E 1723035161 fairy:581 -73.14
I 1723035187 chimera:623 -75.35
I 1723035236 basilisk:644 -87.97
E 1723035446 dragon:460 -69.33
I 1723035449 fairy:364 -87.81
E 1723035481 basilisk:643 64.78
E 1723035650 dragon:91 24.25
E 1723035663 dragon:470 -44.43
W 1723035694 fairy:211 -51.94
W 1723035697 chimera:636 2.32
W 1723035794 fairy:913 -41.48
W 1723035987 basilisk:781 0.88
E 1723036151 fairy:254 27.22
E 1723036241 basilisk:853 10.77
E 1723036311 chimera:855 53.7
I 1723036557 fairy:857 13.4
I 1723036593 fairy:124 -96.62
I 1723036829 dragon:889 59.31
W 1723036834 chimera:957 -28.31
I 1723036853 fairy:750 -97.59
W 1723036906 basilisk:543 14.94
E 1723036910 elemental:216 82.72
W 1723036935 fairy:127 -22.22
I 1723036942 dragon:98 -45.99
I 1723037232 fairy:813 46.71
I 1723037296 dragon:387 17.91
I 1723037323 chimera:305 -98.21
E 1723037402 fairy:594 82.36
W 1723037506 dragon:491 36.12
E 1723037518 dragon:206 -87.43
I 1723037523 elemental:226 -3.61
E 1723037649 elemental:161 -88.45
I 1723037654 chimera:306 -79.73
I 1723037770 elemental:695 24.14
I 1723037852 elemental:673 7.74
W 1723037938 chimera:773 -38.46
I 1723037982 basilisk:96 88.3
E 1723038059 basilisk:967 89.94
I 1723038065 fairy:304 96.93
W 1723038114 fairy:764 -30.40
W 1723038374 chimera:679 29.67
I 1723038444 chimera:131 -53.46
E 1723038497 fairy:429 33.82
I 1723038641 dragon:865 -68.4
I 1723038686 dragon:716 37.48
E 1723038765 basilisk:200 92.81
W 1723038802 chimera:906 -35.3
I 1723038903 dragon:4 -41.93
I 1723038951 dragon:964 55.62
W 1723038953 dragon:735 -82.99
E 1723038961 chimera:600 -47.92
W 1723039049 chimera:923 24.87
W 1723039066 chimera:77 -20.80
I 1723039069 basilisk:347 -5.46
W 1723039073 dragon:482 -29.54
E 1723039082 chimera:95 -1.16
W 1723039107 fairy:252 96.41
W 1723039152 dragon:659 63.16
I 1723039218 elemental:254 75.21
I 1723039318 fairy:574 -19.10
E 1723039446 fairy:107 97.68
W 1723039673 basilisk:646 93.49
I 1723039723 elemental:544 6.56
I 1723039755 chimera:603 -66.31
I 1723039761 dragon:165 -38.57
E 1723039849 dragon:945 58.87
W 1723039915 basilisk:573 93.77
I 1723039933 dragon:907 -21.35
E 1723039954 basilisk:647 73.85
W 1723039992 chimera:719 -13.69
E 1723040082 chimera:741 41.91
W 1723040190 basilisk:265 2.25
I 1723040344 chimera:891 -13.63
I 1723040395 chimera:761 -8.71
W 1723040489 fairy:801 -73.49
I 1723040651 dragon:127 7.12
W 1723040777 dragon:574 -7.30
E 1723041063 basilisk:731 -31.53
E 1723041221 elemental:422 -9.80
I 1723041354 basilisk:423 -67.97
E 1723041563 dragon:905 -63.40
W 1723041581 chimera:421 -61.21
I 1723041645 chimera:215 45.71
W 1723041730 dragon:527 -27.32
I 1723041782 elemental:930 -53.38
E 1723041839 chimera:108 -38.43
W 1723041866 dragon:291 -49.61
E 1723041870 fairy:485 -51.9
I 1723041938 elemental:949 -59.36
E 1723042106 fairy:83 -75.87
E 1723042125 chimera:115 94.86
E 1723042173 fairy:641 39.71
E 1723042190 fairy:131 67.53
E 1723042243 elemental:620 -62.4
I 1723042379 elemental:658 75.39
E 1723042482 basilisk:871 -89.34
E 1723042529 chimera:159 38.96
E 1723042557 chimera:427 -81.61
W 1723042691 elemental:126 70.73
W 1723042841 dragon:366 43.87
W 1723042844 fairy:525 80.31
I 1723042925 dragon:344 -19.86
E 1723043079 fairy:73 41.20
I 1723043105 elemental:905 -77.55
I 1723043156 fairy:649 -29.53
I 1723043232 chimera:115 -43.50
E 1723043262 basilisk:551 -27.21
W 1723043382 basilisk:330 66.70
I 1723043417 chimera:742 -76.72
I 1723043770 dragon:603 -26.65
E 1723043960 dragon:911 81.98
W 1723044150 chimera:932 -10.92
W 1723044186 fairy:640 30.2
I 1723044204 chimera:864 -40.45
I 1723044246 dragon:436 -15.37
E 1723044281 basilisk:789 42.76
W 1723044467 elemental:465 47.19
I 1723044551 fairy:149 -97.76
E 1723044559 chimera:897 -21.18
W 1723044575 chimera:978 6.16
W 1723044598 dragon:541 2.22
W 1723044606 chimera:209 -91.31
W 1723044613 fairy:184 -99.16
E 1723044689 chimera:987 42.76
I 1723044690 elemental:338 80.18
W 1723044832 basilisk:502 22.35
I 1723044983 fairy:149 85.46
E 1723045053 basilisk:757 52.44
W 1723045054 elemental:940 45.41
I 1723045115 basilisk:488 36.67
I 1723045218 basilisk:571 1.80
W 1723045452 chimera:992 0.16
I 1723045592 fairy:406 -34.23
I 1723045680 basilisk:856 52.4
E 1723045725 elemental:22 -91.49
W 1723045754 chimera:532 39.26
E 1723045961 basilisk:472 0.1
W 1723045988 fairy:590 -94.27
I 1723046014 chimera:686 -62.32
E 1723046056 dragon:960 33.15
I 1723046114 dragon:973 -28.58
I 1723046131 fairy:762 -67.8
W 1723046151 elemental:736 42.12
I 1723046221 fairy:370 52.64
I 1723046250 chimera:761 80.41
W 1723046296 basilisk:894 11.22
E 1723046305 dragon:376 75.54
E 1723046318 elemental:722 -10.40
E 1723046339 elemental:470 38.30
E 1723046574 dragon:560 -27.24
E 1723046599 fairy:501 -82.58
W 1723046614 chimera:805 -61.33
W 1723046714 fairy:429 44.55
I 1723046839 elemental:508 -35.61
W 1723046954 elemental:779 -100.57
I 1723047095 chimera:289 73.41
I 1723047103 fairy:342 -44.46
I 1723047162 basilisk:132 21.50
E 1723047329 basilisk:633 -18.44
W 1723047349 chimera:836 -80.66
E 1723047613 dragon:122 -8.31
E 1723047676 fairy:589 71.34
I 1723047745 basilisk:610 -63.60
W 1723048081 basilisk:965 -27.90
W 1723048133 dragon:669 1.16
E 1723048177 dragon:981 40.67
I 1723048200 elemental:698 6.66
I 1723048248 fairy:480 100.97
W 1723048446 chimera:870 -6.20
W 1723048507 chimera:701 45.43
E 1723048538 chimera:869 -88.34
E 1723048631 chimera:326 -27.55
I 1723048641 elemental:881 89.6
E 1723048773 basilisk:524 28.71
W 1723048802 basilisk:752 -13.80
W 1723048828 elemental:608 -82.72
W 1723048930 basilisk:169 86.58
E 1723049127 chimera:920 -77.78
E 1723049178 elemental:577 -58.57
W 1723049203 fairy:201 51.51
I 1723049504 elemental:514 -88.57
W 1723049626 basilisk:116 77.13
E 1723049732 fairy:723 67.14
W 1723049778 dragon:429 10.16
I 1723049882 dragon:847 96.31
W 1723049887 elemental:911 22.96
W 1723049900 basilisk:532 -3.61
W 1723049990 fairy:32 -44.18
E 1723050034 elemental:197 37.60
I 1723050172 chimera:631 -89.35
E 1723050174 fairy:820 25.43
E 1723050191 chimera:61 49.52
E 1723050382 basilisk:220 96.40
W 1723050413 basilisk:211 -28.35
E 1723050439 basilisk:432 -55.82
E 1723050448 chimera:187 66.29
W 1723050632 dragon:384 83.87
W 1723050781 dragon:127 -1.62
W 1723050809 dragon:501 89.21
W 1723050812 chimera:13 -48.86
E 1723050884 chimera:535 -58.60
E 1723051211 basilisk:510 74.16
E 1723051220 fairy:704 -97.69
W 1723051491 basilisk:616 -51.43
E 1723051560 chimera:512 -27.12
E 1723051590 basilisk:421 -37.77
I 1723051637 basilisk:103 -99.29
E 1723051823 elemental:522 18.39
E 1723051921 elemental:583 -7.80
E 1723051961 elemental:268 -6.75
E 1723051978 basilisk:243 47.33
I 1723052055 elemental:408 96.30
I 1723052225 fairy:920 -34.46
I 1723052277 fairy:519 -41.92
W 1723052479 chimera:684 14.27
E 1723052518 chimera:682 -83.6
I 1723052660 elemental:828 48.11
I 1723052746 dragon:764 16.77
W 1723052786 elemental:405 53.96
I 1723052808 elemental:743 -74.13
W 1723052892 basilisk:258 -38.98
W 1723052898 elemental:554 -31.87
I 1723052991 chimera:800 1.56
I 1723053058 basilisk:857 6.55
I 1723053124 dragon:726 -76.4
W 1723053131 basilisk:858 28.63
I 1723053241 chimera:830 94.31
I 1723053263 elemental:196 -77.38
W 1723053375 elemental:711 -15.51
E 1723053603 fairy:849 66.96
W 1723053785 chimera:169 -20.39
E 1723053826 basilisk:125 -35.2
W 1723053836 basilisk:31 21.4
I 1723053947 basilisk:335 -94.48
E 1723053963 basilisk:951 -95.99
W 1723054090 basilisk:263 96.59
W 1723054172 elemental:37 59.62
E 1723054179 chimera:194 -39.74
W 1723054206 chimera:780 -37.12
E 1723054210 fairy:460 -77.78
E 1723054221 basilisk:237 -84.8
I 1723054390 fairy:967 33.1
E 1723054501 basilisk:713 36.80
W 1723054720 fairy:155 -30.33
I 1723054759 fairy:774 19.32
I 1723054910 fairy:438 62.66
E 1723055092 elemental:856 -57.87
E 1723055142 basilisk:404 -37.51
I 1723055165 elemental:826 65.23
E 1723055176 elemental:721 63.79
E 1723055187 dragon:549 -14.25
W 1723055192 fairy:789 80.1
W 1723055220 dragon:512 58.45
I 1723055412 elemental:611 -58.43
W 1723055485 chimera:597 48.39
I 1723055488 dragon:546 91.84
E 1723055565 dragon:864 -11.84
W 1723055641 elemental:6 73.59
W 1723055644 basilisk:583 -97.71
I 1723055770 chimera:85 -19.64
I 1723056247 elemental:832 -32.61
W 1723056386 chimera:333 60.7
E 1723056393 basilisk:504 -92.44
E 1723056544 chimera:213 92.53
I 1723056551 basilisk:893 36.47
E 1723056677 fairy:511 45.31
I 1723056693 chimera:618 -94.78
I 1723056699 basilisk:944 28.68
E 1723056874 elemental:618 -22.42
I 1723056938 chimera:656 -24.3
E 1723056965 fairy:499 41.76
E 1723057001 fairy:765 76.90
E 1723057023 dragon:457 66.12
I 1723057216 basilisk:592 31.22
I 1723057396 basilisk:522 -36.30
W 1723057398 elemental:269 -28.25
E 1723057548 basilisk:369 -85.18
E 1723057609 basilisk:162 -37.46
I 1723057634 dragon:612 18.80
I 1723057665 fairy:916 99.72
W 1723057788 dragon:247 89.57
I 1723057980 dragon:938 51.32
E 1723058002 elemental:992 39.17
E 1723058029 basilisk:25 -2.1
I 1723058073 basilisk:75 33.62
I 1723058075 fairy:147 -8.95
W 1723058091 basilisk:331 46.90
W 1723058365 chimera:127 81.79
I 1723058366 basilisk:899 22.0
E 1723058458 fairy:883 92.24
I 1723058463 chimera:181 -70.57
E 1723058475 dragon:110 -7.43
E 1723058533 fairy:958 94.35
I 1723058533 chimera:363 5.32
E 1723058596 fairy:864 38.58
W 1723058618 chimera:557 -64.98
E 1723058632 chimera:56 -70.94
I 1723058687 basilisk:534 -83.25
I 1723058849 fairy:163 58.5
W 1723058989 basilisk:154 -20.81
E 1723059017 elemental:16 78.13
W 1723059029 fairy:628 88.59
I 1723059073 dragon:193 40.99
E 1723059093 basilisk:417 50.70
I 1723059371 dragon:860 81.40
E 1723059413 fairy:118 -15.59
W 1723059432 basilisk:363 -94.78
W 1723059440 fairy:607 -93.46
E 1723059733 dragon:362 2.56
E 1723059738 chimera:70 86.52
E 1723059902 fairy:92 -94.77
E 1723060030 dragon:470 -57.52
E 1723060067 fairy:530 8.1
E 1723060300 fairy:225 18.4
E 1723060348 dragon:658 -6.0
I 1723060438 dragon:99 23.98
W 1723060475 chimera:936 18.54
W 1723060550 elemental:389 -61.61
I 1723060560 fairy:511 -94.41
W 1723060658 elemental:16 16.53
E 1723060687 fairy:257 78.39
E 1723061032 basilisk:277 -1.79
E 1723061110 basilisk:907 -35.21
W 1723061311 chimera:93 -85.32
E 1723061342 chimera:317 54.49
E 1723061355 dragon:976 -37.70
E 1723061403 chimera:982 9.0
I 1723061418 elemental:896 62.18
I 1723061426 elemental:272 20.17
E 1723061497 fairy:654 3.96
W 1723061681 elemental:662 -36.43
I 1723061687 dragon:190 86.35
E 1723061764 basilisk:328 -13.42
I 1723061782 fairy:738 61.70
I 1723061941 fairy:775 -6.86
E 1723062029 chimera:616 58.63
W 1723062220 dragon:578 -99.76
I 1723062267 fairy:794 -75.19
E 1723062275 chimera:429 -62.80
E 1723062295 basilisk:752 -13.55
I 1723062354 elemental:724 -93.89
I 1723062367 elemental:278 93.93
W 1723062427 fairy:183 -31.54
E 1723062560 fairy:73 -67.51
E 1723062671 dragon:544 -59.46
I 1723062761 elemental:794 -9.84
E 1723062784 basilisk:184 39.70
E 1723062851 fairy:603 -22.71
E 1723063054 chimera:643 -2.5
I 1723063056 dragon:499 -72.61
I 1723063060 chimera:482 58.88
E 1723063120 fairy:921 32.72
W 1723063185 basilisk:394 -100.50
W 1723063512 basilisk:404 72.75
W 1723063552 chimera:340 -24.49
I 1723063730 fairy:634 -68.77
I 1723063846 dragon:673 -38.56
I 1723063862 elemental:839 -32.93
I 1723064023 basilisk:974 15.60
W 1723064195 elemental:128 86.24
W 1723064270 basilisk:90 10.23
I 1723064297 dragon:865 -15.4
W 1723064337 elemental:420 70.40
E 1723064396 fairy:721 2.18
E 1723064472 basilisk:349 -31.11
I 1723064634 chimera:657 42.96
I 1723064649 chimera:571 -81.28
E 1723064717 elemental:203 9.56
W 1723064850 basilisk:336 47.15
I 1723065096 basilisk:771 -66.4
W 1723065156 dragon:66 -62.74
W 1723065169 basilisk:985 68.28
W 1723065263 fairy:47 66.68
I 1723065286 fairy:327 48.13
I 1723065333 basilisk:92 79.76
I 1723065507 dragon:191 -19.43
I 1723065704 fairy:418 42.30
W 1723065741 elemental:767 76.44
I 1723065925 dragon:517 -68.34
E 1723066184 basilisk:715 -34.3
W 1723066469 basilisk:724 -93.99
I 1723066544 elemental:395 -68.84
W 1723066615 chimera:719 44.22
E 1723066649 basilisk:165 9.19
W 1723066670 fairy:798 90.55
W 1723066836 fairy:304 -79.55
W 1723066942 elemental:955 -3.15
E 1723066991 basilisk:415 -40.38
W 1723067053 basilisk:517 22.76
W 1723067383 elemental:641 56.74
E 1723067582 chimera:631 -33.16
I 1723067756 chimera:186 -33.15
I 1723067898 basilisk:224 28.61
I 1723067976 dragon:154 53.74
I 1723068273 elemental:906 -88.81
W 1723068310 elemental:173 1.74
I 1723068416 basilisk:207 28.67
I 1723068444 dragon:849 50.72
E 1723068671 chimera:410 -100.75
